ORDERNUMBER,ORDERDATE,SALES,COUNTRY,STATUS
10375,02-03-2005 00:00,10039.6,France,Shipped
10331,11/17/2004 0:00,5715.4,USA,Shipped
10363,01-06-2005 00:00,5154.41,Finland,Shipped
10348,11-01-2004 00:00,6386.94,Spain,Shipped
10318,11-02-2004 00:00,5305.36,USA,Shipped
10340,11/24/2004 0:00,6482.85,Spain,Shipped
10363,01-06-2005 00:00,6576.5,Finland,Shipped
10375,02-03-2005 00:00,6353.27,France,Shipped
10325,11-05-2004 00:00,8844.12,Norway,Shipped
10359,12/15/2004 0:00,6358.68,France,Shipped
10325,11-05-2004 00:00,5377.4,Norway,Shipped
10324,11-05-2004 00:00,8209.44,USA,Shipped
10358,12-10-2004 00:00,5669.64,Spain,Shipped
10382,2/17/2005 0:00,6799.68,USA,Shipped
10331,11/17/2004 0:00,5026.56,USA,Shipped
10403,04-08-2005 00:00,5189.4,UK,Shipped
10127,06-03-2003 00:00,6176.42,USA,Shipped
10141,08-01-2003 00:00,5500.44,Finland,Shipped
10195,11/25/2003 0:00,5161.17,USA,Shipped
10325,11-05-2004 00:00,5190.42,Norway,Shipped
10395,3/17/2005 0:00,5692.96,France,Shipped
10325,11-05-2004 00:00,5932.96,Norway,Shipped
10350,12-02-2004 00:00,6490.88,Spain,Shipped
10395,3/17/2005 0:00,8977.05,France,Shipped
10375,02-03-2005 00:00,5406.66,France,Shipped
10353,12-04-2004 00:00,5043.87,USA,Shipped
10388,03-03-2005 00:00,10066.6,USA,Shipped
10384,2/23/2005 0:00,6397.44,USA,Shipped
10401,04-03-2005 00:00,7543.75,USA,On Hold
10386,03-01-2005 00:00,5017.57,Spain,Resolved
10229,03-11-2004 00:00,5614.0,USA,Shipped
10336,11/20/2004 0:00,9558.8,France,Shipped
10250,05-11-2004 00:00,6055.72,USA,Shipped
10263,6/28/2004 0:00,5465.16,USA,Shipped
10275,7/23/2004 0:00,6378.72,France,Shipped
10285,8/27/2004 0:00,5392.8,USA,Shipped
10318,11-02-2004 00:00,7119.0,USA,Shipped
10388,03-03-2005 00:00,7154.5,USA,Shipped
10416,05-10-2005 00:00,5642.83,Italy,Shipped
10361,12/17/2004 0:00,5001.92,Australia,Shipped
10375,02-03-2005 00:00,5208.72,France,Shipped
10401,04-03-2005 00:00,7084.0,USA,On Hold
10397,3/28/2005 0:00,5192.64,France,Shipped
10386,03-01-2005 00:00,5417.57,Spain,Resolved
